browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,medical_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000173,78,0:36,verizon.net',Port Erin,2020-02-14,4,17,0,1,9,Direct,linkedin.com,safari,mobile,micromax,error: Field 'devicedevicecategory' not found,credit_card,1,224-720-4131,silver,male,4,82664.13,unmarried,car,no,own,yes,firefighter,599,97,41,16,11,1,Mayuge,57,business,permanent,standard,5/6/2019,83451,64431,92842,77124,64493,91487,54449,99363,32307,60032,75098,90444,9,10,10,4,7,5,7,4,8,2,2,10,21142,hobby,leisure,8544343,90,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,6344379.0,5.0,21.0,444240.0,,,,,,,,1612667,3283442.0,3.5,,,,,,,,,,419020.0,32.0,12/18/2019,duke,Schultz and Sons,San Jose,4193.0,,,,,,,,,,,,,,,,,,,,,,968036.0,13.0,12/14/2019,5049.0,mobile,Kuvalis-Crona,KunjÄh,apple,,,,,1/29/2020,135908.0,35.0,leisure,leisure,11/19/2019,839960.0,70.0,tech,food,10/27/2019,802635.0,62.0,9/30/2019,565312.0,23.0,11/16/2019,896973.0,90.0,3/27/2019,321149.0,60.0,,,,,,,,,,,,,,,,,,,,Fire Coverage Limit,57010.0,Fire Coverage Limit,1.0,type3,866697.0,10.0,Car,7986541.0,Personal Accident Coverage,23935.0,Legal Expense Coverage Living Expense Coverage,1.0,type1,446950.0,9.0,410067.0,,,,,,,,,,
1000237,448,19:04,comcastbusiness.net',Tandahimba,2020-01-13,1,34,1,1,9,Organic,youtube.com,UC browser,mobile,apple,error: Field 'devicedevicecategory' not found,deposits,4,785-507-6651,gold,female,4,92038.35,unmarried,car,no,own,no,teacher,362,37,49,72,7,1,La Guacamaya,37,employed,permanent,standard,4/27/2019,98258,36804,92896,16425,69923,91917,78219,81768,22245,42615,74143,11255,9,2,3,6,5,6,5,2,2,8,2,7,28756,others,travel,9491101,53,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,,,,,4697620.0,3.0,58.0,1476488.0,4631950.0,2.0,18.0,224376,,,,,749683.0,53.0,6/19/2019,suzuki,"Bauch, Greenholt and Koepp",Odesskoye,5012.0,,,,,,,,,,,,,,,,,,,247561.0,44.0,11/24/2019,2658.0,travel,,,,,,682388.0,60.0,9/20/2019,2622.0,mobile,Feest Inc,Kafir Qala,redmi,318646.0,59.0,7/11/2019,1134.0,4/2/2019,272094.0,68.0,travel,food,,,,,,,,,5/3/2019,53422.0,9.0,4/29/2019,942772.0,28.0,,,,international,23172.0,Bail bond Coverage,1.0,Permanent Partial Disability Coverage,4338962.0,11.0,4.0,2.0,3760450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Maternity Cover,93664.0,Critical illness cover,2.0,type4,6784902.0,7.0,2.0,1.0,2302737.0
1000210,57,13:27,comcastbusiness.net',Xiacaoqiao,2020-01-28,1,48,0,1,9,Social,linkedin.com,opera,tablet,apple,error: Field 'devicedevicecategory' not found,loan,6,704-560-4477,silver,male,5,43543.42,unmarried,bike,no,own,yes,doctor,496,64,94,16,8,1,Chunhu,37,employed,permanent,standard,6/19/2019,59075,69656,15634,27770,37433,17901,55699,12781,42566,42795,12811,58348,4,5,10,2,10,8,6,9,7,5,6,4,29074,travel,leisure,9408587,99,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,,,,,4911977.0,3.5,80.0,1600019.0,,,,1265036,4103044.0,2.5,6046736.0,0.5,,,,,,,,,,,,,,,78229.0,29.0,8/23/2019,maruti,Rau-Erdman,Nazarje,8437.0,,,,,354081.0,94.0,3/17/2019,7775.0,electronics,282157.0,30.0,9/28/2019,613912.0,IT,,,,,,,,,,,,,,,,,,,,,,,,,,3/12/2020,947812.0,75.0,,,,11/25/2019,653063.0,30.0,international,24023.0,,1.0,Delayed Flight Cancellation Coverage,1347957.0,2.0,4.0,1.0,3134108.0,Tenant Liability Coverage,405498.0,Legal Expense Coverage Living Away Coverage,1.0,Accident Coverage,7504982.0,8.0,Apartment,5564154.0,,,,,,,,,,Accidental Death Coverage,59562.0,Legal Expense Coverage Living Expense Coverage,9.0,type2,447439.0,2.0,312540.0,Personal Accident cover,25316.0,Critical illness cover,3.0,type5,7505193.0,3.0,2.0,1.0,901471.0
1000219,509,19:51,att.net',Krynki,2020-01-22,1,19,0,0,7,Paid,facebook.com,UC browser,mobile,micromax,error: Field 'devicedevicecategory' not found,accounts,8,111-439-0052,silver,male,3,23681.01,unmarried,car,no,own,yes,politician,278,75,13,30,2,0,Houilles,46,business,temporary,standard,6/21/2019,69211,96090,81638,41458,65667,60589,53423,16551,99029,61844,72695,28466,4,2,8,9,7,6,1,9,2,2,10,10,25329,food,travel,5753814,86,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,,,,5207667.0,6.0,135.0,1337683.0,9418337.0,0.5,145.0,1928613,,,,,,,,,,,,947435.0,59.0,4/5/2019,suzuki,Nitzsche-Stamm,Pasirreungit,4354.0,31486.0,79.0,10/8/2019,honda,Rowe Inc,UmeÃ¥,360.0,,,,,,,,,,,,,,,,,,,,,,,835655.0,12.0,5/30/2019,3730.0,,,,,,1/12/2020,19190.0,55.0,travel,food,,,,2/27/2020,117806.0,27.0,10/21/2019,899558.0,43.0,7/6/2019,984113.0,97.0,international,33843.0,Hotel Cancellation Coverage,3.0,Terrorist Attack Coverage,2555414.0,3.0,4.0,1.0,2147211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000185,72,0:26,hinet.net',Baraçais,2020-01-22,3,35,0,0,5,Social,linkedin.com,UC browser,laptop,samsung,error: Field 'devicedevicecategory' not found,loan,9,858-718-5523,silver,male,3,47123.76,married,car,no,rented,yes,engineer,715,51,16,19,11,1,Lakinsk,36,employed,permanent,gold,5/10/2019,24820,59027,38264,41810,34918,54040,60257,60272,19854,91854,92317,73818,9,1,6,1,6,3,6,5,10,7,2,7,28781,leisure,food,6884494,79,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,6464232.0,4.0,145.0,248317.0,8196906.0,0.5,137.0,32520.0,8205635.0,4.0,156.0,1746803,,,7270321.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428451.0,39.0,9/18/2019,2029.0,1/5/2020,140385.0,7.0,leisure,hobby,2/26/2020,405943.0,60.0,others,hobby,6/18/2019,25411.0,17.0,,,,,,,2/1/2020,847675.0,70.0,international,27085.0,Piste Closure Coverage,1.0,Legal Expense Coverage,3984581.0,7.0,3.0,1.0,4268467.0,,767374.0,Ancillary Deductible Coverage,1.0,Ancillary Deductible Coverage,5877928.0,3.0,Villa,4661547.0,Breakdown Coverage,21658.0,Third Party Liability Coverage,3.0,type2,877305.0,1.0,Car,7108560.0,,,,,,,,,,,,,,,,,,
1000027,261,12:25,comcast.net',Muñoz East,2020-02-29,4,64,0,1,7,Affiliates,google.com,edge,laptop,micromax,error: Field 'devicedevicecategory' not found,accounts,10,679-479-2604,silver,male,2,63075.43,married,car,yes,own,no,teacher,682,16,74,43,6,1,Markaz Bilād aţ Ţa‘ām,42,employed,permanent,gold,5/17/2019,26905,54968,89666,44342,42972,26965,99196,20747,26403,38544,48220,91855,1,9,10,6,1,7,10,4,9,10,6,4,28294,food,food,6743573,30,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,8091488.0,3.5,30.0,1796393.0,9632104.0,6.0,88.0,495828.0,9397528.0,1.5,106.0,133999,3538892.0,3.5,,,,,,,,,,,,,,,,,85410.0,90.0,3/4/2020,hyundai,"Aufderhar, Paucek and Ferry",Takehara,1719.0,,,,,,,,,,,,,,,226093.0,34.0,6/23/2019,4294.0,laptops,Barrows-Koss,Lincoln,motorolla,329980.0,17.0,8/14/2019,2695.0,11/15/2019,351596.0,64.0,food,travel,,,,,,5/4/2019,776288.0,54.0,4/21/2019,392953.0,2.0,,,,,,,domestic,68627.0,Sport Equipment Damage Coverage,1.0,,3205888.0,7.0,3.0,2.0,1649897.0,,,,,,,,,,,,,,,,,,,,10729.0,Medical Coverage,3.0,type4,295808.0,2.0,156689.0,Personal Accident cover,86167.0,Hospital cash,3.0,type1,5911136.0,12.0,4.0,2.0,4835049.0
1000175,528,21:13,comcastbusiness.net',Songshan,2020-01-09,5,62,0,1,7,Social,youtube.com,brave,laptop,micromax,error: Field 'devicedevicecategory' not found,insurance,9,758-779-3243,gold,male,1,80888.19,married,bike,yes,rented,no,plumber,733,100,73,19,15,1,Galveias,29,business,permanent,gold,4/3/2019,94975,89102,90862,19922,76285,70056,60558,36968,97718,46536,64030,88280,2,10,4,1,2,5,1,3,8,5,2,1,28973,tech,food,1008364,18,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,1411265,,,435525.0,2.0,425476.0,66.0,1/30/2020,duke,Hoeger Group,Qinshan,4152.0,,,,,,,,95997.0,86.0,9/28/2019,tata,Mosciski-Moen,Pita,221.0,962441.0,29.0,6/6/2019,36.0,,,,,,,,,,,,,,,,,,,13768.0,18.0,9/20/2019,7224.0,,,,,,7/24/2019,821717.0,21.0,leisure,travel,,,,10/6/2019,665754.0,75.0,,,,,,,international,18277.0,Medical Evacuation Coverage,4.0,,2370907.0,8.0,1.0,2.0,2279686.0,,,,,,,,,,Life Coverage PassengersFull Loss Damage Coverage,37509.0,Third Party Property Damage Coverage,2.0,type2,159994.0,8.0,Motorbike,8077440.0,Personal Accident Coverage,54276.0,Medical Coverage,2.0,type2,224646.0,2.0,263292.0,,,,,,,,,,
1000319,65,9:17,cox.net',Batelov,2020-02-07,5,64,1,1,8,Social,linkedin.com,firefox,laptop,samsung,error: Field 'devicedevicecategory' not found,insurance,1,599-735-2151,silver,male,5,80042.21,married,car,no,own,no,doctor,391,28,57,75,4,1,Lumatil,31,employed,temporary,standard,3/27/2019,58640,43977,30464,14765,39053,19000,76864,95740,49849,59290,61745,36710,2,6,1,4,8,10,8,3,7,1,4,10,22232,hobby,tech,8188683,42,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,,,,,,,,,582559.0,2.5,8.0,1473973,8795926.0,2.5,5101770.0,3.5,50174.0,12.0,10/11/2019,duke,Howe-Heidenreich,Puerto Rico,1553.0,548065.0,29.0,1/26/2020,suzuki,Rau LLC,Ocho Rios,8301.0,,,,,,,,51877.0,98.0,10/13/2019,98.0,389511.0,99.0,10/13/2019,3139.0,electronics,784664.0,60.0,5/23/2019,334250.0,IT,,,,,,,,,,,,,1/31/2020,759919.0,82.0,hobby,tech,,,,,,,,,,,,,,,4/25/2019,899315.0,3.0,domestic,51250.0,,3.0,,3074928.0,3.0,4.0,1.0,3729249.0,,,,,,,,,,,,,,,,,,,Medical Coverage,40536.0,,5.0,type4,271420.0,4.0,426293.0,,,,,,,,,,
1000304,137,21:22,hinet.net',Zdovbytsya,2020-01-31,4,28,1,0,10,Paid,youtube.com,edge,laptop,micromax,error: Field 'devicedevicecategory' not found,accounts,8,530-261-1679,gold,female,5,11903.21,married,car,yes,own,yes,firefighter,320,84,41,4,6,1,Sancha,34,employed,permanent,standard,3/23/2019,90999,21853,54217,23198,35852,43299,62156,89670,22117,54875,37471,94421,2,4,5,7,7,7,2,3,9,6,5,4,26649,others,hospital,100415,13,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,1607127,,,5606187.0,3.0,930357.0,37.0,7/13/2019,duke,"Berge, Wisoky and Luettgen",Sinarbakti,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/6/2020,347874.0,58.0,leisure,food,,,,,,,,,,,,10/3/2019,927841.0,62.0,11/14/2019,195264.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical Coverage,12518.0,Lost Passport Coverage,3.0,type2,439237.0,9.0,123382.0,,,,,,,,,,
1000034,493,15:02,cox.net',Épinal,2020-01-19,1,24,1,1,8,Affiliates,facebook.com,brave,laptop,lenovo,error: Field 'devicedevicecategory' not found,insurance,1,564-516-8828,silver,male,1,89575.77,unmarried,bike,yes,own,yes,driver,600,81,82,8,2,1,Chantilly,30,employed,temporary,standard,3/16/2019,68061,97664,50965,14166,92344,21452,57372,83722,27763,45162,61636,30552,10,2,6,1,1,8,7,9,5,6,4,2,21331,leisure,leisure,836396,34,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,992556.0,0.5,36.0,1832097.0,,,,,,,,1960930,,,,,730378.0,62.0,12/19/2019,duke,Homenick-Dare,Salvador,5069.0,620610.0,76.0,11/21/2019,suzuki,Hintz-Boyer,TobatÃ­,4514.0,,,,,,,,,,,,,,,,,243775.0,32.0,12/17/2019,852398.0,trade,908503.0,43.0,3/21/2019,1887.0,mobile,Treutel-Ankunding,Orito,redmi,,,,,,,,,,,,,,,,,,,,,1/24/2020,867455.0,59.0,1/13/2020,398145.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44406.0,Medical Coverage,2.0,type3,278269.0,9.0,213731.0,,,,,,,,,,
1000358,133,23:17,att.net',Dulolong,2020-02-24,2,17,1,1,9,Paid,facebook.com,safari,laptop,micromax,error: Field 'devicedevicecategory' not found,credit_card,5,742-787-6427,gold,female,3,43716.01,married,bike,no,own,yes,shop_owner,329,19,1,15,9,0,Yanmen,55,business,permanent,gold,5/10/2019,32788,37845,91661,59672,83200,89407,45226,32828,68257,14132,43267,99582,8,2,3,3,9,6,5,9,4,4,5,8,22458,tech,hobby,6132559,9,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,1347453,1574612.0,3.0,,,,,,,,,,82004.0,28.0,3/29/2019,yamaha,Armstrong-Tremblay,HÅfu,7117.0,67301.0,46.0,11/21/2019,honda,Nicolas Group,Kacangan Lor,8452.0,,,,,39230.0,53.0,4/22/2019,3467.0,travel,947120.0,26.0,12/17/2019,780865.0,trade,,,,,,,,,905360.0,91.0,1/27/2020,4784.0,,,,,,,,,,,12/30/2019,61116.0,83.0,11/4/2019,360195.0,57.0,5/5/2019,120270.0,66.0,9/29/2019,40899.0,77.0,,,,,,,,,,,Building Damage Coverage,223652.0,Ancillary Deductible Coverage,2.0,Building Damage Coverage,1276172.0,12.0,Apartment,9357029.0,Emergency Medical Coverage,68828.0,Third Party Liability Coverage,3.0,type5,243047.0,4.0,Car,2841132.0,Medical Coverage,40846.0,,8.0,type2,104574.0,2.0,151635.0,,,,,,,,,,
1000064,95,3:06,hinet.net',Los Angeles,2020-01-23,1,73,0,1,6,Direct,linkedin.com,brave,laptop,apple,error: Field 'devicedevicecategory' not found,loan,5,213-127-4171,silver,male,1,56987.47,married,car,yes,rented,yes,pilot,470,43,34,50,12,0,Danja,36,business,temporary,standard,4/21/2019,50613,64094,25839,36401,34536,28449,84361,46900,58131,51686,98257,62037,4,3,1,5,10,6,5,8,2,9,6,8,29546,hospital,hospital,4262622,13,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,5303336.0,4.0,191.0,968545.0,,,,,,,,1349309,9171383.0,2.5,9891354.0,5.0,729346.0,36.0,3/13/2020,duke,Weissnat Inc,Idritsa,5587.0,169916.0,97.0,7/14/2019,yamaha,"Harris, Mertz and Johns",Daxing,3787.0,,,,,,,,,,,,,,,,,184824.0,31.0,11/2/2019,993448.0,trade,,,,,,,,,,,,,,,,,,,,,,,2/25/2020,712946.0,68.0,10/27/2019,106427.0,33.0,,,,8/27/2019,993997.0,98.0,domestic,46119.0,,4.0,Legal Expense Coverage,1359483.0,1.0,3.0,2.0,2425159.0,Alternative Accommodation Coverage,757645.0,Tenant Liability Coverage,3.0,Domestic help Coverage,4337192.0,11.0,Villa,3893645.0,Fire Coverage,46856.0,Natural Calamity Coverage,1.0,type4,935575.0,2.0,Car,3590483.0,Lost Passport Coverage,32179.0,Legal Expense Coverage Living Expense Coverage,3.0,type1,39492.0,2.0,42658.0,,,,,,,,,,
1000232,282,16:35,comcast.net',Crépy-en-Valois,2020-01-11,3,46,0,0,9,Refferal,google.com,brave,tablet,micromax,error: Field 'devicedevicecategory' not found,insurance,6,575-636-2031,silver,female,1,90769.35,married,bike,yes,rented,yes,driver,638,28,70,75,4,0,Āsmār,44,employed,permanent,standard,4/14/2019,88435,67297,18755,81804,46831,59154,29154,20189,11107,58965,79438,77235,2,6,10,1,7,4,5,2,5,5,6,9,24374,food,others,2862026,83,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,8982163.0,2.0,152.0,1035511.0,,,,,,,,452489,1434181.0,5.5,2906278.0,4.5,292583.0,10.0,6/9/2019,tvs,Von Inc,San JerÃ³nimo,6273.0,276378.0,99.0,1/9/2020,duke,McGlynn Inc,SÃ£o JoÃ£o da Boa Vista,3442.0,85474.0,63.0,1/21/2020,hyundai,Gulgowski-McDermott,Witihama,2793.0,258793.0,13.0,3/11/2020,58.0,,,,,,986970.0,42.0,1/1/2020,678729.0,food,431464.0,26.0,11/15/2019,7059.0,laptops,"Crooks, Swaniawski and Kilback",Grecheskoye,motorolla,713941.0,51.0,12/28/2019,6159.0,7/26/2019,31079.0,14.0,hobby,others,4/6/2019,793474.0,29.0,hobby,food,5/3/2019,43338.0,98.0,,,,,,,5/23/2019,516264.0,10.0,international,99569.0,Medical Evacuation Coverage,5.0,Hijacking Coverage,4366213.0,8.0,2.0,1.0,2788619.0,,,,,,,,,,,,,,,,,,,,70470.0,Medical Coverage,1.0,type4,425656.0,9.0,174270.0,,,,,,,,,,
1000086,500,1:22,att.net',Blyznyuky,2020-02-23,1,2,1,1,5,Display,youtube.com,opera,mobile,micromax,error: Field 'devicedevicecategory' not found,accounts,2,493-776-2779,silver,female,0,67087.16,married,bike,no,own,no,shop_owner,302,70,59,8,1,0,Esperanza,47,business,permanent,gold,3/15/2019,80890,28228,78851,59055,71293,55768,72699,46261,66624,25586,59100,63908,10,10,6,9,3,1,9,7,10,6,4,5,23758,others,hospital,4778411,59,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4690300.0,2.0,116.0,1588950.0,2547423.0,3.0,170.0,1330464.0,,,,672435,,,8102238.0,3.5,,,,,,,,,,,,,,,63704.0,20.0,7/1/2019,tata,Ankunding-Moore,Cisaat,5541.0,,,,,55976.0,89.0,7/16/2019,7374.0,electronics,,,,,,,,,,,,,,,,,,,,,,,9/5/2019,516477.0,58.0,tech,travel,,,,6/20/2019,796099.0,27.0,5/26/2019,566131.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Accident cover,138934.0,Personal Accident cover,5.0,type4,2589399.0,4.0,4.0,1.0,1887877.0
1000352,143,3:21,verizon.net',Diveyevo,2020-01-21,3,94,1,0,6,Direct,facebook.com,opera,laptop,apple,error: Field 'devicedevicecategory' not found,accounts,3,974-178-5049,gold,male,0,65596.58,unmarried,car,no,rented,yes,driver,739,11,58,1,3,1,Radiměř,53,employed,permanent,standard,4/5/2019,58061,87781,75917,69186,13852,13380,58552,77034,52647,51766,73152,23709,1,7,3,1,6,3,1,6,2,10,1,8,22741,travel,food,9556314,69,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,6707276.0,4.5,44.0,1066700.0,,,,,,,,915288,8110887.0,5.5,,,567403.0,77.0,12/27/2019,yamaha,Conroy-Kuhlman,Mathba,2188.0,,,,,,,,47482.0,27.0,10/11/2019,tata,Waters LLC,Devnya,7008.0,474701.0,27.0,4/17/2019,89.0,,,,,,787029.0,19.0,2/13/2020,428340.0,IT,53164.0,100.0,12/18/2019,1768.0,mobile,Rice Inc,ÄÄƒÌk HaÌ€,huwaei,191189.0,36.0,5/11/2019,4142.0,,,,,,,,,,,,,,,,,1/9/2020,722853.0,57.0,7/27/2019,704910.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lost Passport Coverage,73922.0,Accidental Death Coverage,3.0,type5,39451.0,1.0,94001.0,Maternity Cover,76296.0,Critical illness cover,1.0,type1,191819.0,1.0,4.0,1.0,4831320.0
1000388,355,16:22,hinet.net',Durham,2020-02-08,3,48,1,0,9,Display,youtube.com,brave,mobile,lenovo,error: Field 'devicedevicecategory' not found,insurance,10,919-443-6867,gold,female,2,34145.68,married,car,yes,own,yes,politician,435,18,38,41,12,0,Benito Juarez,29,business,temporary,standard,6/1/2019,76480,11967,36847,89385,15328,97289,66696,85440,24792,47068,78976,78887,5,1,10,5,5,2,8,1,5,8,2,6,25043,food,leisure,7836006,42,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1551461.0,6.0,68.0,970704.0,122652.0,5.0,145.0,801462.0,,,,1058478,,,,,,,,,,,,,,,,,,,27665.0,38.0,4/19/2019,hyundai,Gleichner-Strosin,Xiaping,1063.0,,,,,10829.0,98.0,2/10/2020,9463.0,electronics,411222.0,78.0,2/20/2020,900880.0,IT,,,,,,,,,83593.0,53.0,9/15/2019,9244.0,,,,,,,,,,,,,,,,,9/30/2019,391258.0,100.0,12/15/2019,473579.0,23.0,,,,,,,,,,,Basic Deductible Coverage Open Content Coverage,438310.0,Building Damage Coverage,3.0,Tenant Liability Coverage,4562555.0,12.0,Villa,4768327.0,,,,,,,,,,Lost Passport Coverage,84388.0,Medical Coverage,8.0,type4,329769.0,12.0,100220.0,,,,,,,,,,
